Device,Experiment,Replicate,Plate Name,Animal Description,Plate Position Name,Plate Row,Plate Column,Plate Center Position X (inches),Plate Center Position Y (inches),Plate Size X (inches),Plate Size Y (inches),Strain,Genotype,Condition1,Condition2,Condition 3,Culturing Temperature,Experiment Temperature,Food Source,Environmental Conditions,Incubator Name,Incubator Column,Incubator Shelf,Event Frequency,Ageofdeath,Duration Not Fast Moving (d),Longest Gap in Measurement (d),Age at Death-Associated Posture Relaxation Start (d),Age at Death-Associated Posture Relaxation End (d),Censored,Censored Reason,Event Observation Type,Annotation Source,Technique,Analysis Type,Event Type,Special Flag
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,13.0587,5.66667,0,19.6837,19.9754,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,13.6837,2.33333,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,14.642,3.54167,0,14.017,15.4337,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,14.8087,4.33333,0,15.9337,16.4337,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,15.1004,4.875,0,,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,15.517,5.08333,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,16.017,5.125,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,16.267,4.25,0,17.0587,18.142,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,16.267,6.08333,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,16.517,5.16667,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,16.8087,5.45833,0,16.0587,17.767,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,16.8504,5.5,0,15.8504,16.4337,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,16.892,6.29167,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,16.892,7,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,17.0587,6.70833,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,17.1837,5.125,0,20.7254,21.392,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,17.2254,6.875,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,17.392,6.04167,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,17.392,6.04167,0,16.392,18.9754,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,17.392,5.95833,0,16.4337,17.3087,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,17.6004,5.875,0,16.8504,18.267,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,17.7254,7,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,17.767,7.04167,0,16.9337,18.4754,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,17.892,6.54167,0,,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,17.892,6.375,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,17.9337,4.58333,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,17.9754,6.625,0,,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,18.017,6,0,17.9337,19.142,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,18.3504,6.04167,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,18.7879,8.22917,0,,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,18.892,7.79167,0,18.017,19.5587,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,19.017,7.66667,0,,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,19.2254,7.875,0,,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,19.6837,8.375,0,18.4337,20.2254,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,20.1837,8.625,0,20.1837,21.6837,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,20.2254,3.20833,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,20.4129,10.1875,0,,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,23.392,2.25,0,23.8087,26.8087,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,25.8087,7.54167,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,25.8504,1,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,26.6004,2.16667,0,29.0587,29.517,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,27.767,7.83333,0,28.2254,30.1004,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,28.4337,9.95833,0,28.267,29.517,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,30.767,1.29167,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::1,JK574::virgin::null::59::20::OP50-1,b::1,1,b,2.10781,3.4375,1.81563,1.88125,JK574,,virgin,null,59,20,20,OP50-1,,,,,1,32.1004,7.58333,0,32.3504,34.6004,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::2,JK574::mated::skew::47::20::OP50-1,c::2,2,c,4.06406,5.53281,1.81563,1.87187,JK574,,mated,skew,47,20,20,OP50-1,,,,,1,8.52744,1.14583,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::2,JK574::mated::skew::47::20::OP50-1,c::2,2,c,4.06406,5.53281,1.81563,1.87187,JK574,,mated,skew,47,20,20,OP50-1,,,,,1,12.4858,1.125,0.125,,,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::2,JK574::mated::skew::47::20::OP50-1,c::2,2,c,4.06406,5.53281,1.81563,1.87187,JK574,,mated,skew,47,20,20,OP50-1,,,,,1,14.7774,1.625,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::2,JK574::mated::skew::47::20::OP50-1,c::2,2,c,4.06406,5.53281,1.81563,1.87187,JK574,,mated,skew,47,20,20,OP50-1,,,,,1,17.3399,3.9375,0,,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::2,JK574::mated::skew::47::20::OP50-1,c::2,2,c,4.06406,5.53281,1.81563,1.87187,JK574,,mated,skew,47,20,20,OP50-1,,,,,1,17.6108,5.77083,0.0416667,,,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::2,JK574::mated::skew::47::20::OP50-1,c::2,2,c,4.06406,5.53281,1.81563,1.87187,JK574,,mated,skew,47,20,20,OP50-1,,,,,1,18.1108,4.95833,0.0416667,35.4441,35.9441,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::2,JK574::mated::skew::47::20::OP50-1,c::2,2,c,4.06406,5.53281,1.81563,1.87187,JK574,,mated,skew,47,20,20,OP50-1,,,,,1,18.4441,6.70833,0.0833333,35.4858,36.3608,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::2,JK574::mated::skew::47::20::OP50-1,c::2,2,c,4.06406,5.53281,1.81563,1.87187,JK574,,mated,skew,47,20,20,OP50-1,,,,,1,18.4441,5.08333,0.0416667,,,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::2,JK574::mated::skew::47::20::OP50-1,c::2,2,c,4.06406,5.53281,1.81563,1.87187,JK574,,mated,skew,47,20,20,OP50-1,,,,,1,18.6108,4.58333,0.0416667,35.4858,35.9441,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::2,JK574::mated::skew::47::20::OP50-1,c::2,2,c,4.06406,5.53281,1.81563,1.87187,JK574,,mated,skew,47,20,20,OP50-1,,,,,1,18.6524,2.58333,0.0416667,35.4858,35.9441,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::2,JK574::mated::skew::47::20::OP50-1,c::2,2,c,4.06406,5.53281,1.81563,1.87187,JK574,,mated,skew,47,20,20,OP50-1,,,,,1,19.2774,4.29167,0.0416667,,,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::2,JK574::mated::skew::47::20::OP50-1,c::2,2,c,4.06406,5.53281,1.81563,1.87187,JK574,,mated,skew,47,20,20,OP50-1,,,,,1,19.6524,8.45833,0.125,35.4858,35.9441,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::2,JK574::mated::skew::47::20::OP50-1,c::2,2,c,4.06406,5.53281,1.81563,1.87187,JK574,,mated,skew,47,20,20,OP50-1,,,,,1,19.7774,7.70833,0.0416667,,,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::2,JK574::mated::skew::47::20::OP50-1,c::2,2,c,4.06406,5.53281,1.81563,1.87187,JK574,,mated,skew,47,20,20,OP50-1,,,,,1,20.1941,6.66667,0.0416667,35.5274,36.1941,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::2,JK574::mated::skew::47::20::OP50-1,c::2,2,c,4.06406,5.53281,1.81563,1.87187,JK574,,mated,skew,47,20,20,OP50-1,,,,,1,20.5274,5,0.0416667,19.7358,21.8191,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::2,JK574::mated::skew::47::20::OP50-1,c::2,2,c,4.06406,5.53281,1.81563,1.87187,JK574,,mated,skew,47,20,20,OP50-1,,,,,1,21.1108,7.83333,0.0416667,,,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::2,JK574::mated::skew::47::20::OP50-1,c::2,2,c,4.06406,5.53281,1.81563,1.87187,JK574,,mated,skew,47,20,20,OP50-1,,,,,1,21.1524,7.16667,0.0416667,22.6941,23.7774,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::2,JK574::mated::skew::47::20::OP50-1,c::2,2,c,4.06406,5.53281,1.81563,1.87187,JK574,,mated,skew,47,20,20,OP50-1,,,,,1,21.3608,7.45833,0.0416667,,,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::2,JK574::mated::skew::47::20::OP50-1,c::2,2,c,4.06406,5.53281,1.81563,1.87187,JK574,,mated,skew,47,20,20,OP50-1,,,,,1,21.4024,7.75,0.0416667,,,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::2,JK574::mated::skew::47::20::OP50-1,c::2,2,c,4.06406,5.53281,1.81563,1.87187,JK574,,mated,skew,47,20,20,OP50-1,,,,,1,21.4441,8.04167,0,,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::2,JK574::mated::skew::47::20::OP50-1,c::2,2,c,4.06406,5.53281,1.81563,1.87187,JK574,,mated,skew,47,20,20,OP50-1,,,,,1,21.6524,7.58333,0.0416667,,,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::2,JK574::mated::skew::47::20::OP50-1,c::2,2,c,4.06406,5.53281,1.81563,1.87187,JK574,,mated,skew,47,20,20,OP50-1,,,,,1,21.6941,7.41667,0.0416667,,,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::2,JK574::mated::skew::47::20::OP50-1,c::2,2,c,4.06406,5.53281,1.81563,1.87187,JK574,,mated,skew,47,20,20,OP50-1,,,,,1,21.7358,6.08333,0.0416667,,,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::2,JK574::mated::skew::47::20::OP50-1,c::2,2,c,4.06406,5.53281,1.81563,1.87187,JK574,,mated,skew,47,20,20,OP50-1,,,,,1,21.7774,7.125,0.0416667,,,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::2,JK574::mated::skew::47::20::OP50-1,c::2,2,c,4.06406,5.53281,1.81563,1.87187,JK574,,mated,skew,47,20,20,OP50-1,,,,,1,21.9441,0.958333,0.0416667,,,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::2,JK574::mated::skew::47::20::OP50-1,c::2,2,c,4.06406,5.53281,1.81563,1.87187,JK574,,mated,skew,47,20,20,OP50-1,,,,,1,22.2774,3.75,0.0416667,,,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::2,JK574::mated::skew::47::20::OP50-1,c::2,2,c,4.06406,5.53281,1.81563,1.87187,JK574,,mated,skew,47,20,20,OP50-1,,,,,1,22.4233,9.89583,0,,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::2,JK574::mated::skew::47::20::OP50-1,c::2,2,c,4.06406,5.53281,1.81563,1.87187,JK574,,mated,skew,47,20,20,OP50-1,,,,,1,22.9649,8.85417,0,,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::2,JK574::mated::skew::47::20::OP50-1,c::2,2,c,4.06406,5.53281,1.81563,1.87187,JK574,,mated,skew,47,20,20,OP50-1,,,,,1,22.9441,9.16667,0.0416667,,,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::2,JK574::mated::skew::47::20::OP50-1,c::2,2,c,4.06406,5.53281,1.81563,1.87187,JK574,,mated,skew,47,20,20,OP50-1,,,,,1,23.0691,6.79167,0.0416667,23.0691,24.9441,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::2,JK574::mated::skew::47::20::OP50-1,c::2,2,c,4.06406,5.53281,1.81563,1.87187,JK574,,mated,skew,47,20,20,OP50-1,,,,,1,23.1108,10.5833,0.0416667,,,0,,Observed Multiple Worm,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::2,JK574::mated::skew::47::20::OP50-1,c::2,2,c,4.06406,5.53281,1.81563,1.87187,JK574,,mated,skew,47,20,20,OP50-1,,,,,1,23.1316,10.5833,0.0416667,,,0,,Induced Multiple Worm,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::2,JK574::mated::skew::47::20::OP50-1,c::2,2,c,4.06406,5.53281,1.81563,1.87187,JK574,,mated,skew,47,20,20,OP50-1,,,,,1,23.5274,10.375,0,,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::2,JK574::mated::skew::47::20::OP50-1,c::2,2,c,4.06406,5.53281,1.81563,1.87187,JK574,,mated,skew,47,20,20,OP50-1,,,,,1,23.5483,10.3958,0,,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::2,JK574::mated::skew::47::20::OP50-1,c::2,2,c,4.06406,5.53281,1.81563,1.87187,JK574,,mated,skew,47,20,20,OP50-1,,,,,1,23.7774,9.875,0.0416667,,,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::2,JK574::mated::skew::47::20::OP50-1,c::2,2,c,4.06406,5.53281,1.81563,1.87187,JK574,,mated,skew,47,20,20,OP50-1,,,,,1,23.9441,9.08333,0.0416667,,,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::2,JK574::mated::skew::47::20::OP50-1,c::2,2,c,4.06406,5.53281,1.81563,1.87187,JK574,,mated,skew,47,20,20,OP50-1,,,,,1,24.4024,8.29167,0.0416667,,,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::2,JK574::mated::skew::47::20::OP50-1,c::2,2,c,4.06406,5.53281,1.81563,1.87187,JK574,,mated,skew,47,20,20,OP50-1,,,,,1,27.6108,13.5,0,,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::1,JK574::mated::equal::50::20::OP50-1,d::1,1,d,6.02656,3.42031,1.80937,1.89063,JK574,,mated,equal,50,20,20,OP50-1,,,,,1,15.8712,1.6875,0,35.4545,35.9129,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::1,JK574::mated::equal::50::20::OP50-1,d::1,1,d,6.02656,3.42031,1.80937,1.89063,JK574,,mated,equal,50,20,20,OP50-1,,,,,1,17.5795,3.5,0,17.6629,18.2462,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::1,JK574::mated::equal::50::20::OP50-1,d::1,1,d,6.02656,3.42031,1.80937,1.89063,JK574,,mated,equal,50,20,20,OP50-1,,,,,1,17.7045,4.79167,0,38.8712,39.8295,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::1,JK574::mated::equal::50::20::OP50-1,d::1,1,d,6.02656,3.42031,1.80937,1.89063,JK574,,mated,equal,50,20,20,OP50-1,,,,,1,18.0795,6.125,0,38.9545,39.3295,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::1,JK574::mated::equal::50::20::OP50-1,d::1,1,d,6.02656,3.42031,1.80937,1.89063,JK574,,mated,equal,50,20,20,OP50-1,,,,,1,18.3712,4.5,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::1,JK574::mated::equal::50::20::OP50-1,d::1,1,d,6.02656,3.42031,1.80937,1.89063,JK574,,mated,equal,50,20,20,OP50-1,,,,,1,19.2045,4.79167,0,35.4545,35.9545,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::1,JK574::mated::equal::50::20::OP50-1,d::1,1,d,6.02656,3.42031,1.80937,1.89063,JK574,,mated,equal,50,20,20,OP50-1,,,,,1,19.4545,5.5,0,35.4962,35.9545,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::1,JK574::mated::equal::50::20::OP50-1,d::1,1,d,6.02656,3.42031,1.80937,1.89063,JK574,,mated,equal,50,20,20,OP50-1,,,,,1,19.4545,7.875,0,35.4545,35.9545,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::1,JK574::mated::equal::50::20::OP50-1,d::1,1,d,6.02656,3.42031,1.80937,1.89063,JK574,,mated,equal,50,20,20,OP50-1,,,,,1,20.2462,5.66667,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::1,JK574::mated::equal::50::20::OP50-1,d::1,1,d,6.02656,3.42031,1.80937,1.89063,JK574,,mated,equal,50,20,20,OP50-1,,,,,1,20.2462,5.91667,0,38.9129,39.3295,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::1,JK574::mated::equal::50::20::OP50-1,d::1,1,d,6.02656,3.42031,1.80937,1.89063,JK574,,mated,equal,50,20,20,OP50-1,,,,,1,20.3295,6.04167,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::1,JK574::mated::equal::50::20::OP50-1,d::1,1,d,6.02656,3.42031,1.80937,1.89063,JK574,,mated,equal,50,20,20,OP50-1,,,,,1,20.5379,6.29167,0,,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::1,JK574::mated::equal::50::20::OP50-1,d::1,1,d,6.02656,3.42031,1.80937,1.89063,JK574,,mated,equal,50,20,20,OP50-1,,,,,1,20.5795,7.25,0.0833333,38.9545,39.3295,0,,,Automated Analysis,Lifespan Machine,,,
