Device,Experiment,Plate Name,Animal Description,Plate Position Name,Plate Row,Plate Column,Plate Center Position X (inches),Plate Center Position Y (inches),Plate Size X (inches),Plate Size Y (inches),Strain,Genotype,Condition 1,Condition 2,Condition 3,Culturing Temperature,Experiment Temperature, Food Source,Environmental Conditions,Incubator Name,Incubator Column,Incubator Shelf,Event Frequency,Age at Death (d) Raw,Duration Not Fast Moving (d),Longest Gap in Measurement (d),Duration before death contraction end (d),Censored,Censored Reason,Event Observation Type,Annotation Source,Technique,Analysis Type,Event Type
Sirius,CENDR_012119_2,Sirius_d::3,JU2526::Rep(1)::Total(48)::20::OP50-1,d::3,3,d,5.93594,7.90781,1.82813,1.85938,JU2526,,,1,48,20,20,OP50-1,,,,,1,28.7756,6.16667,0,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_d::3,JU2526::Rep(1)::Total(48)::20::OP50-1,d::3,3,d,5.93594,7.90781,1.82813,1.85938,JU2526,,,1,48,20,20,OP50-1,,,,,1,28.8173,5.04167,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_d::3,JU2526::Rep(1)::Total(48)::20::OP50-1,d::3,3,d,5.93594,7.90781,1.82813,1.85938,JU2526,,,1,48,20,20,OP50-1,,,,,1,29.1923,6.54167,0.0833333,,0,,,Automated Analysis,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_d::3,JU2526::Rep(1)::Total(48)::20::OP50-1,d::3,3,d,5.93594,7.90781,1.82813,1.85938,JU2526,,,1,48,20,20,OP50-1,,,,,1,32.109,6,1.95833,,0,,,Automated Analysis,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_d::3,JU2526::Rep(1)::Total(48)::20::OP50-1,d::3,3,d,5.93594,7.90781,1.82813,1.85938,JU2526,,,1,48,20,20,OP50-1,,,,,1,32.109,7.66667,1.95833,,0,,,Automated Analysis,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_d::3,JU2526::Rep(1)::Total(48)::20::OP50-1,d::3,3,d,5.93594,7.90781,1.82813,1.85938,JU2526,,,1,48,20,20,OP50-1,,,,,1,34.2756,12.0417,0,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_d::3,JU2526::Rep(1)::Total(48)::20::OP50-1,d::3,3,d,5.93594,7.90781,1.82813,1.85938,JU2526,,,1,48,20,20,OP50-1,,,,,1,34.5673,6.29167,1.95833,,0,,,Automated Analysis,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_d::3,JU2526::Rep(1)::Total(48)::20::OP50-1,d::3,3,d,5.93594,7.90781,1.82813,1.85938,JU2526,,,1,48,20,20,OP50-1,,,,,1,35.4423,3.33333,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_d::3,JU2526::Rep(1)::Total(48)::20::OP50-1,d::3,3,d,5.93594,7.90781,1.82813,1.85938,JU2526,,,1,48,20,20,OP50-1,,,,,1,35.8173,18.9167,0,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_d::3,JU2526::Rep(1)::Total(48)::20::OP50-1,d::3,3,d,5.93594,7.90781,1.82813,1.85938,JU2526,,,1,48,20,20,OP50-1,,,,,1,39.9006,18.0417,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,12.5881,0.541667,0,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,13.2131,1.16667,0,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,14.4631,0.833333,0,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,14.8381,0.958333,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,15.2548,2.875,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,15.2965,1.25,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,15.2965,1.625,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,15.2965,1.625,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,15.7131,2,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,16.2131,2.91667,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,16.5881,1.875,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,17.1298,1.83333,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,17.1715,2.29167,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,17.3798,0.958333,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,17.4215,3.79167,0,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,19.7965,1.70833,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,20.1298,2.04167,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,20.7965,0.0416667,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,21.7965,1.83333,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,22.7965,3.83333,0,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,23.6298,9.04167,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,23.8798,4.91667,0,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,24.5465,1.79167,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,24.5881,3.08333,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,24.5881,7.125,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,26.1715,5,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,26.4215,7.91667,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,27.2131,6.75,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,27.5881,2.33333,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,27.6715,7.54167,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,27.7548,6.16667,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,27.7965,4.08333,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,28.5881,9.5,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,28.6715,8.58333,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,29.0881,6.70833,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,32.1298,6.08333,2,,0,,,Automated Analysis,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,32.1298,9.79167,2,,0,,,Automated Analysis,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,32.1298,9.95833,2,,0,,,Automated Analysis,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,33.0881,8.375,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,33.6298,7.83333,2,,0,,,Automated Analysis,Lifespan Machine,,
Sirius,CENDR_012119_2,Sirius_b::2,JU2526::Rep(3)::Total(49)::20::OP50-1,b::2,2,b,3.00156,5.85156,1.80937,1.85938,JU2526,,,3,49,20,20,OP50-1,,,,,1,34.7548,10,2,,0,,,Automated Analysis,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_c::1,JU2526::Rep(1)::Total(40)::20::OP50-1,c::1,1,c,4.07656,3.24531,1.78438,1.85938,JU2526,,,1,40,20,20,OP50-1,,,,,1,9.94659,1.41667,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_c::1,JU2526::Rep(1)::Total(40)::20::OP50-1,c::1,1,c,4.07656,3.24531,1.78438,1.85938,JU2526,,,1,40,20,20,OP50-1,,,,,1,11.3633,0.625,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_c::1,JU2526::Rep(1)::Total(40)::20::OP50-1,c::1,1,c,4.07656,3.24531,1.78438,1.85938,JU2526,,,1,40,20,20,OP50-1,,,,,1,12.7799,2.41667,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_c::1,JU2526::Rep(1)::Total(40)::20::OP50-1,c::1,1,c,4.07656,3.24531,1.78438,1.85938,JU2526,,,1,40,20,20,OP50-1,,,,,1,12.9049,0.541667,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_c::1,JU2526::Rep(1)::Total(40)::20::OP50-1,c::1,1,c,4.07656,3.24531,1.78438,1.85938,JU2526,,,1,40,20,20,OP50-1,,,,,1,14.1549,0.583333,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_c::1,JU2526::Rep(1)::Total(40)::20::OP50-1,c::1,1,c,4.07656,3.24531,1.78438,1.85938,JU2526,,,1,40,20,20,OP50-1,,,,,1,16.4883,1.5,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_c::1,JU2526::Rep(1)::Total(40)::20::OP50-1,c::1,1,c,4.07656,3.24531,1.78438,1.85938,JU2526,,,1,40,20,20,OP50-1,,,,,1,17.5299,1.45833,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_c::1,JU2526::Rep(1)::Total(40)::20::OP50-1,c::1,1,c,4.07656,3.24531,1.78438,1.85938,JU2526,,,1,40,20,20,OP50-1,,,,,1,17.9883,1.04167,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_c::1,JU2526::Rep(1)::Total(40)::20::OP50-1,c::1,1,c,4.07656,3.24531,1.78438,1.85938,JU2526,,,1,40,20,20,OP50-1,,,,,1,20.6966,0.958333,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_c::1,JU2526::Rep(1)::Total(40)::20::OP50-1,c::1,1,c,4.07656,3.24531,1.78438,1.85938,JU2526,,,1,40,20,20,OP50-1,,,,,1,22.1133,3.33333,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_c::1,JU2526::Rep(1)::Total(40)::20::OP50-1,c::1,1,c,4.07656,3.24531,1.78438,1.85938,JU2526,,,1,40,20,20,OP50-1,,,,,1,22.5299,5.83333,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_c::1,JU2526::Rep(1)::Total(40)::20::OP50-1,c::1,1,c,4.07656,3.24531,1.78438,1.85938,JU2526,,,1,40,20,20,OP50-1,,,,,1,23.1966,1.04167,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_c::1,JU2526::Rep(1)::Total(40)::20::OP50-1,c::1,1,c,4.07656,3.24531,1.78438,1.85938,JU2526,,,1,40,20,20,OP50-1,,,,,1,24.4049,7.08333,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_c::1,JU2526::Rep(1)::Total(40)::20::OP50-1,c::1,1,c,4.07656,3.24531,1.78438,1.85938,JU2526,,,1,40,20,20,OP50-1,,,,,1,24.5716,0.916667,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_c::1,JU2526::Rep(1)::Total(40)::20::OP50-1,c::1,1,c,4.07656,3.24531,1.78438,1.85938,JU2526,,,1,40,20,20,OP50-1,,,,,1,28.0299,11.0833,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_c::1,JU2526::Rep(1)::Total(40)::20::OP50-1,c::1,1,c,4.07656,3.24531,1.78438,1.85938,JU2526,,,1,40,20,20,OP50-1,,,,,1,28.0299,5.58333,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_c::1,JU2526::Rep(1)::Total(40)::20::OP50-1,c::1,1,c,4.07656,3.24531,1.78438,1.85938,JU2526,,,1,40,20,20,OP50-1,,,,,1,28.6133,0.583333,0,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_c::1,JU2526::Rep(1)::Total(40)::20::OP50-1,c::1,1,c,4.07656,3.24531,1.78438,1.85938,JU2526,,,1,40,20,20,OP50-1,,,,,1,29.7799,1.75,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_c::1,JU2526::Rep(1)::Total(40)::20::OP50-1,c::1,1,c,4.07656,3.24531,1.78438,1.85938,JU2526,,,1,40,20,20,OP50-1,,,,,1,31.2799,0.375,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_c::1,JU2526::Rep(1)::Total(40)::20::OP50-1,c::1,1,c,4.07656,3.24531,1.78438,1.85938,JU2526,,,1,40,20,20,OP50-1,,,,,1,31.9466,3.91667,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_c::1,JU2526::Rep(1)::Total(40)::20::OP50-1,c::1,1,c,4.07656,3.24531,1.78438,1.85938,JU2526,,,1,40,20,20,OP50-1,,,,,1,32.6133,4.58333,0,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_c::1,JU2526::Rep(1)::Total(40)::20::OP50-1,c::1,1,c,4.07656,3.24531,1.78438,1.85938,JU2526,,,1,40,20,20,OP50-1,,,,,1,33.5716,3.20833,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_c::1,JU2526::Rep(1)::Total(40)::20::OP50-1,c::1,1,c,4.07656,3.24531,1.78438,1.85938,JU2526,,,1,40,20,20,OP50-1,,,,,1,36.2799,8.25,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_d::1,JU2526::Rep(2)::Total(38)::20::OP50-1,d::1,1,d,6.09531,3.40781,1.79688,1.85938,JU2526,,,2,38,20,20,OP50-1,,,,,1,13.457,0.458333,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_d::1,JU2526::Rep(2)::Total(38)::20::OP50-1,d::1,1,d,6.09531,3.40781,1.79688,1.85938,JU2526,,,2,38,20,20,OP50-1,,,,,1,14.332,0.583333,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_d::1,JU2526::Rep(2)::Total(38)::20::OP50-1,d::1,1,d,6.09531,3.40781,1.79688,1.85938,JU2526,,,2,38,20,20,OP50-1,,,,,1,15.707,1.83333,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_d::1,JU2526::Rep(2)::Total(38)::20::OP50-1,d::1,1,d,6.09531,3.40781,1.79688,1.85938,JU2526,,,2,38,20,20,OP50-1,,,,,1,15.9987,0.166667,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_d::1,JU2526::Rep(2)::Total(38)::20::OP50-1,d::1,1,d,6.09531,3.40781,1.79688,1.85938,JU2526,,,2,38,20,20,OP50-1,,,,,1,16.2487,0.291667,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_d::1,JU2526::Rep(2)::Total(38)::20::OP50-1,d::1,1,d,6.09531,3.40781,1.79688,1.85938,JU2526,,,2,38,20,20,OP50-1,,,,,1,16.4153,0.416667,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_d::1,JU2526::Rep(2)::Total(38)::20::OP50-1,d::1,1,d,6.09531,3.40781,1.79688,1.85938,JU2526,,,2,38,20,20,OP50-1,,,,,1,17.9153,3.25,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_d::1,JU2526::Rep(2)::Total(38)::20::OP50-1,d::1,1,d,6.09531,3.40781,1.79688,1.85938,JU2526,,,2,38,20,20,OP50-1,,,,,1,19.4153,2.20833,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_d::1,JU2526::Rep(2)::Total(38)::20::OP50-1,d::1,1,d,6.09531,3.40781,1.79688,1.85938,JU2526,,,2,38,20,20,OP50-1,,,,,1,20.3737,3.45833,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_d::1,JU2526::Rep(2)::Total(38)::20::OP50-1,d::1,1,d,6.09531,3.40781,1.79688,1.85938,JU2526,,,2,38,20,20,OP50-1,,,,,1,23.9153,3.66667,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_d::1,JU2526::Rep(2)::Total(38)::20::OP50-1,d::1,1,d,6.09531,3.40781,1.79688,1.85938,JU2526,,,2,38,20,20,OP50-1,,,,,1,24.2903,0.916667,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_d::1,JU2526::Rep(2)::Total(38)::20::OP50-1,d::1,1,d,6.09531,3.40781,1.79688,1.85938,JU2526,,,2,38,20,20,OP50-1,,,,,1,24.707,2.41667,0,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_d::1,JU2526::Rep(2)::Total(38)::20::OP50-1,d::1,1,d,6.09531,3.40781,1.79688,1.85938,JU2526,,,2,38,20,20,OP50-1,,,,,1,24.7903,8.79167,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_d::1,JU2526::Rep(2)::Total(38)::20::OP50-1,d::1,1,d,6.09531,3.40781,1.79688,1.85938,JU2526,,,2,38,20,20,OP50-1,,,,,1,25.2903,0.583333,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_d::1,JU2526::Rep(2)::Total(38)::20::OP50-1,d::1,1,d,6.09531,3.40781,1.79688,1.85938,JU2526,,,2,38,20,20,OP50-1,,,,,1,25.332,2.375,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_d::1,JU2526::Rep(2)::Total(38)::20::OP50-1,d::1,1,d,6.09531,3.40781,1.79688,1.85938,JU2526,,,2,38,20,20,OP50-1,,,,,1,29.1237,2.02083,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_d::1,JU2526::Rep(2)::Total(38)::20::OP50-1,d::1,1,d,6.09531,3.40781,1.79688,1.85938,JU2526,,,2,38,20,20,OP50-1,,,,,1,30.207,7.91667,0,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_d::1,JU2526::Rep(2)::Total(38)::20::OP50-1,d::1,1,d,6.09531,3.40781,1.79688,1.85938,JU2526,,,2,38,20,20,OP50-1,,,,,1,31.4987,1.75,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_d::1,JU2526::Rep(2)::Total(38)::20::OP50-1,d::1,1,d,6.09531,3.40781,1.79688,1.85938,JU2526,,,2,38,20,20,OP50-1,,,,,1,31.6653,4.5625,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_d::1,JU2526::Rep(2)::Total(38)::20::OP50-1,d::1,1,d,6.09531,3.40781,1.79688,1.85938,JU2526,,,2,38,20,20,OP50-1,,,,,1,32.8737,5.77083,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_d::1,JU2526::Rep(2)::Total(38)::20::OP50-1,d::1,1,d,6.09531,3.40781,1.79688,1.85938,JU2526,,,2,38,20,20,OP50-1,,,,,1,33.7903,8.29167,2,,0,,,Automated Analysis,Lifespan Machine,,
